nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
"Gereja Katolik Paroki St. Yohanes Maria Vianney, Cilangkap",Gereja Katolik,"Jl. Bambu Wulung, RT.5/RW.3, Setu, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13880",,"4,8",837,"
(021) 8444893",Ada,Tersedia,-6.3181582,106.907234,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Katolik Santo Bonaventura Paroki Pulomas,Gereja Katolik,"Jl. Pacuan Kuda Raya, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210",08.00 hingga 18.00,"4,7",600,"
(021) 4897347",Ada,Tersedia,-6.1764763,106.8861744,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Kalvari, Lubang Buaya",Gereja Katolik,"Jl. Masjid Al Umar No.1B, RT.1/RW.12, Lubang Buaya, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810",Tutup,"4,8",475,"
0899-0899-887",Ada,Tersedia,-6.2854169,106.9087375,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja HKBP Duren Jaya,Gereja,"Perumahan Jl. Duren Jaya No.1, RT.012/RW.012, Duren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",Tutup,"4,6",157,"
(021) 8803713",Ada,Tersedia,-6.2343437,107.0200182,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Batak Karo Protestan (GBKP) Runggun Bekasi,Gereja Presbiterian,"Villa Galaxy Blok AA.II No. 35, Jl. Gardenia 1, Jaka Setia, Bekasi Selatan, RT.003/RW.017, Jaka Setia, Bekasi, Kota Bks, Jawa Barat 17144",Buka 24 jam,"4,7",162,"
(021) 8202269",Ada,Tersedia,-6.2681301,106.9737542,Aksesibilitas Tersedia,['Memiliki tempat parkir khusus pengguna kursi roda']
"Gereja Katolik Stasi Santo Yoakhim, Klender",Gereja Katolik,"Jl. Nusa indah IV No. 4, Perumnas Klender, Jl. Nusa Indah IV No.12, RT.12/RW.6, Malaka Jaya, Durensawit, East Jakarta City, Jakarta 13460",,"4,8",86,,Tidak Ada ,Tersedia,-6.221085,106.9342661,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Katolik Santo Arnoldus Janssen Parking,Gereja,"Q226+4GR, Jl. Lap. Serbaguna, RT.001/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",,,,,Tidak Ada ,Tidak Tersedia,-6.2496475,107.0112573,Aksesibilitas Tersedia,[]
GBI Grand Wisata,Gereja,"Jl. Grand Wisata Jl. Celebration Boulevard No.53 Blok AA 09, Lambangjaya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",,"4,7",65,"
(021) 82615831",Ada,Tersedia,-6.2822043,107.0461577,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik Paroki Santo Arnoldus Janssen, Bekasi",Gereja Katolik,"Jl. Insinyur H. Juanda No.164, RT.002/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",08.00 hingga 20.00,"4,8",1.259,"
(021) 8801763",Ada,Tersedia,-6.2494495,107.0114195,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Albertus, Harapan Indah",Gereja Katolik,"Kota Harapan Indah, Pejuang, Jalan Boulevard Raya No.Kav 23, Medan Satria, RT.005/RW.010, Medan Satria, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17131",,"4,8",983,"
(021) 29477580",Ada,Tersedia,-6.175479,106.9742615,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
