nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
GKPB Masa Depan Cerah Kuningan,Gereja,"Jl. Ahmad Yani No.100A, Kuningan, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45511",Buka 24 jam,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9772235,108.4702267,Aksesibilitas Tersedia,[]
Taman Getsemani Gua Maria Sawer Rahmat,Tempat Ibadah,"2CWX+W84, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,9",40,,Tidak Ada ,Tidak Tersedia,-6.9527293,108.4483181,Aksesibilitas Tersedia,[]
Andrethekristen,Gereja,"XG7W+VVH, Cikahuripan, Kec. Maleber, Kabupaten Kuningan, Jawa Barat",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-7.0353239,108.5472487,Aksesibilitas Tersedia,[]
"Gereja Katolik Maria Putri Murni Sejati, Cisantana",Gereja Katolik,"2FR2+4WH, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,7",224,"
0821-1179-5559",Ada,Tidak Tersedia,-6.959678,108.4523659,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Perhentian XII (Salib Yesus),Tempat Religius,"2CXW+H52, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",Buka 24 jam,"4,8",5,,Tidak Ada ,Tidak Tersedia,-6.9511068,108.4453995,Aksesibilitas Tersedia,[]
"Gereja Katolik Passio Christi, Cibunut",Gereja Katolik,"XF9X+8P5, Cirukem, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45565",,"4,5",22,,Tidak Ada ,Tidak Tersedia,-7.0317469,108.4993667,Aksesibilitas Tersedia,[]
"Gereja Katolik Maria Regina, Talahab",Gereja Katolik,"Jl. Puspa Lubis, Talahab, Rt 16, RT.16/RW.04, Citangtu, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45516",05.30 hingga 06.20,"4,6",12,,Tidak Ada ,Tidak Tersedia,-6.9986476,108.4932042,Aksesibilitas Tersedia,[]
GPdI Eferata Kuningan,Gereja Pantekosta,"2FCJ+7H6, Jl. Kepuh No.155 / 22, Kuningan, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45511",,"4,7",13,,Tidak Ada ,Tidak Tersedia,-6.9792529,108.4812975,Aksesibilitas Tersedia,[]
Gereja Katolik Kristus Raja Paroki Cigugur Kuningan,Gereja Katolik,"Jalan Rumah Sakit No.7, Cigugur, Kuningan, Kuningan Regency, West Java 45552",05.30 hingga 20.30,"4,9",162,"
(0232) 8900588",Ada,Tidak Tersedia,-6.9687166,108.4557965,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik Hati Kudus Yesus, Kuningan",Gereja Katolik,"2FCJ+5J2, Jl. Kepuh, Kuningan, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45511",,"4,8",24,"
(0232) 871767",Ada,Tidak Tersedia,-6.9796125,108.4815299,Aksesibilitas Tersedia,[]
"Gereja Katolik Passio Christi, Cibunut",Gereja Katolik,"XF9X+8P5, Cirukem, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45565",,"4,5",22,,Tidak Ada ,Tidak Tersedia,-7.0317469,108.4993667,Aksesibilitas Tersedia,[]
"Gereja Katolik St. Carolus Borromeus, Sukamulya",Gereja Katolik,"2FF5+2F3, Sukamulya, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,7",55,,Tidak Ada ,Tidak Tersedia,-6.9774796,108.4586854,Aksesibilitas Tersedia,[]
"Gereja Katolik Maria Putri Murni Sejati, Cisantana",Gereja Katolik,"2FR2+4WH, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,7",224,"
0821-1179-5559",Ada,Tidak Tersedia,-6.959678,108.4523659,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik Maria Regina, Talahab",Gereja Katolik,"Jl. Puspa Lubis, Talahab, Rt 16, RT.16/RW.04, Citangtu, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45516",05.30 hingga 06.20,"4,6",12,,Tidak Ada ,Tidak Tersedia,-6.9986476,108.4932042,Aksesibilitas Tersedia,[]
MAKIN Kuningan,Vihara,"Jl. Siliwangi No.45, 45111, Purwawinangun, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45512",,"4,5",0231,"
(0231) 81289",Ada,Tidak Tersedia,-6.9774876,108.4813727,Aksesibilitas Tersedia,[]
Vihãra Satya Dharma,Vihara,"Jl. Siliwangi No.44, Purwawinangun, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45512",,"4,5",4,,Tidak Ada ,Tidak Tersedia,-6.9785396,108.4815961,Aksesibilitas Tersedia,[]
